MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',80.0,8800.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Above_Average',b'Good',1964.0,1997.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'BrkFace',306.0,b'Typical',b'Good',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,431.0,845.0,b'GasA',b'Excellent',b'Y',b'SBrkr',845.0,1309.0,0.0,2154.0,0.0,0.0,2.0,1.0,5.0,1.0,b'Typical',8.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',2.0,539.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,161.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,7.0,2007.0,b'WD ',b'Normal',224500.0,-93.626864,42.039069
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',0.0,11382.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Average',1964.0,1964.0,b'Gable',b'CompShg',b'Wd Sdng',b'Plywood',b'BrkFace',212.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Rec',543.0,533.0,1130.0,b'GasA',b'Typical',b'Y',b'SBrkr',1374.0,0.0,0.0,1374.0,0.0,1.0,1.0,0.0,3.0,1.0,b'Typical',7.0,b'Typ',1.0,b'Typical',b'Attchd',b'RFn',1.0,286.0,b'Typical',b'Typical',b'Paved',0.0,28.0,84.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,8.0,2007.0,b'WD ',b'Normal',147000.0,-93.6276375,42.0413937
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',0.0,22002.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Good',1959.0,1991.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'BrkFace',136.0,b'Typical',b'Good',b'CBlock',b'Typical',b'Typical',b'Mn',b'ALQ',1.0,b'Unf',0.0,206.0,1592.0,b'GasA',b'Good',b'Y',b'SBrkr',1652.0,0.0,0.0,1652.0,1.0,0.0,1.0,1.0,3.0,1.0,b'Good',6.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',2.0,510.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,201.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2007.0,b'WD ',b'Normal',200000.0,-93.6249615,42.0417604
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',0.0,14585.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'CulDSac',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Above_Average',1960.0,1987.0,b'Gable',b'CompShg',b'Wd Sdng',b'Wd Sdng',b'BrkFace',85.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'BLQ',2.0,b'Rec',219.0,331.0,1144.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1429.0,0.0,0.0,1429.0,0.0,1.0,1.0,0.0,3.0,1.0,b'Good',7.0,b'Typ',2.0,b'Good',b'Attchd',b'Unf',2.0,572.0,b'Typical',b'Typical',b'Paved',216.0,110.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2007.0,b'WD ',b'Normal',181900.0,-93.624484,42.04074
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',75.0,7388.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1959.0,2002.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,658.0,1063.0,b'GasA',b'Good',b'Y',b'SBrkr',1327.0,0.0,0.0,1327.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Good',7.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',2.0,624.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2007.0,b'WD ',b'Normal',150750.0,-93.62326,42.041245
b'Duplex_All_Styles_and_Ages',b'Residential_Low_Density',70.0,9842.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'Duplex',b'One_Story',b'Below_Average',b'Average',1962.0,1962.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'None',0.0,b'Typical',b'Typical',b'Slab',b'No_Basement',b'No_Basement',b'No_Basement',b'No_Basement',5.0,b'No_Basement',0.0,0.0,0.0,b'GasA',b'Typical',b'Y',b'SBrkr',1224.0,0.0,0.0,1224.0,0.0,0.0,2.0,0.0,2.0,2.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'CarPort',b'Unf',2.0,462.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2007.0,b'WD ',b'Normal',101800.0,-93.621368,42.041332
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',57.0,8280.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Average',1950.0,1950.0,b'Gable',b'CompShg',b'BrkFace',b'BrkFace',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,932.0,932.0,b'GasA',b'Excellent',b'Y',b'FuseA',932.0,0.0,0.0,932.0,0.0,0.0,1.0,0.0,2.0,1.0,b'Good',4.0,b'Typ',1.0,b'Good',b'Attchd',b'Unf',1.0,306.0,b'Typical',b'Typical',b'Paved',0.0,0.0,214.0,0.0,0.0,0.0,b'No_Pool',b'Good_Privacy',b'None',0.0,11.0,2007.0,b'WD ',b'Normal',124000.0,-93.622804,42.039212
b'One_and_Half_Story_Unfinished_All_Ages',b'Residential_Low_Density',85.0,12172.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_and_Half_Unf',b'Average',b'Good',1940.0,1996.0,b'Gable',b'CompShg',b'Wd Sdng',b'HdBoard',b'None',0.0,b'Typical',b'Typical',b'PConc',b'Typical',b'Typical',b'No',b'LwQ',4.0,b'Rec',259.0,433.0,822.0,b'GasA',b'Typical',b'Y',b'SBrkr',908.0,0.0,0.0,908.0,0.0,0.0,1.0,0.0,2.0,1.0,b'Typical',4.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Unf',2.0,512.0,b'Typical',b'Typical',b'Paved',284.0,24.0,0.0,0.0,192.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,10.0,2007.0,b'WD ',b'Normal',138500.0,-93.621503,42.0392
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',50.0,5000.0,b'Pave',b'No_Alley_Access',b'Regular',b'Low',b'AllPub',b'Inside',b'Mod',b'Brookside',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Poor',b'Fair',1946.0,1950.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Fair',b'Fair',b'Slab',b'No_Basement',b'No_Basement',b'No_Basement',b'No_Basement',5.0,b'No_Basement',0.0,0.0,0.0,b'GasA',b'Fair',b'N',b'FuseF',334.0,0.0,0.0,334.0,0.0,0.0,1.0,0.0,1.0,1.0,b'Fair',2.0,b'Typ',0.0,b'No_Fireplace',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Dirt_Gravel',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,1.0,2007.0,b'WD ',b'Normal',39300.0,-93.629661,42.036575
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',50.0,5000.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Brookside',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Fair',b'Fair',1946.0,1950.0,b'Gable',b'CompShg',b'WdShing',b'Wd Shng',b'None',0.0,b'Fair',b'Fair',b'CBlock',b'Fair',b'Fair',b'No',b'LwQ',4.0,b'Unf',0.0,367.0,666.0,b'GasA',b'Fair',b'N',b'SBrkr',666.0,0.0,0.0,666.0,0.0,1.0,1.0,0.0,2.0,1.0,b'Good',4.0,b'Typ',0.0,b'No_Fireplace',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Dirt_Gravel',0.0,52.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,4.0,2007.0,b'WD ',b'Normal',64500.0,-93.629545,42.035684
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Low_Density',51.0,3500.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Brookside',b'Feedr',b'Norm',b'OneFam',b'One_and_Half_Fin',b'Fair',b'Average',1945.0,1950.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'LwQ',4.0,b'Unf',0.0,226.0,370.0,b'GasA',b'Typical',b'N',b'FuseA',442.0,228.0,0.0,670.0,1.0,0.0,1.0,0.0,2.0,1.0,b'Fair',4.0,b'Typ',0.0,b'No_Fireplace',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Dirt_Gravel',0.0,21.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'Shed',2000.0,7.0,2007.0,b'WD ',b'Normal',64000.0,-93.628654,42.036023
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',50.0,5175.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Brookside',b'RRAn',b'Feedr',b'OneFam',b'One_Story',b'Average',b'Very_Good',1958.0,2000.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'BLQ',2.0,b'ALQ',404.0,254.0,808.0,b'GasA',b'Excellent',b'Y',b'SBrkr',808.0,0.0,0.0,808.0,0.0,0.0,1.0,0.0,2.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,308.0,b'Typical',b'Typical',b'Dirt_Gravel',143.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2007.0,b'COD',b'Normal',112000.0,-93.628582,42.036223
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',100.0,9500.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Artery',b'Norm',b'OneFam',b'Two_Story',b'Above_Average',b'Above_Average',1964.0,1978.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkCmn',272.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,374.0,816.0,b'GasA',b'Typical',b'Y',b'SBrkr',1127.0,850.0,0.0,1977.0,0.0,1.0,1.0,1.0,4.0,1.0,b'Typical',9.0,b'Typ',1.0,b'Typical',b'Attchd',b'RFn',2.0,540.0,b'Typical',b'Typical',b'Paved',0.0,52.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Good_Privacy',b'None',0.0,6.0,2007.0,b'WD ',b'Normal',165000.0,-93.625632,42.034615
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',80.0,9600.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1955.0,1955.0,b'Hip',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',176.0,b'Typical',b'Good',b'CBlock',b'Typical',b'Typical',b'No',b'BLQ',2.0,b'Unf',0.0,710.0,1078.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1150.0,0.0,0.0,1150.0,1.0,0.0,1.0,0.0,2.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Fin',1.0,288.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,175.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,10.0,2007.0,b'WD ',b'Normal',144000.0,-93.623704,42.0362
b'Duplex_All_Styles_and_Ages',b'Residential_Low_Density',95.0,11345.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Feedr',b'Norm',b'Duplex',b'Two_Story',b'Average',b'Average',1948.0,1950.0,b'Gable',b'Roll',b'AsbShng',b'AsbShng',b'Stone',567.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,708.0,928.0,b'GasA',b'Good',b'Y',b'FuseA',928.0,992.0,0.0,1920.0,0.0,0.0,2.0,0.0,4.0,2.0,b'Typical',10.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',2.0,400.0,b'Typical',b'Fair',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2007.0,b'WD ',b'Normal',137000.0,-93.621485,42.03465
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Low_Density',79.0,9492.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Artery',b'Norm',b'OneFam',b'One_and_Half_Fin',b'Average',b'Average',1941.0,1950.0,b'Gable',b'CompShg',b'WdShing',b'Wd Shng',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'BLQ',41.0,359.0,768.0,b'GasA',b'Typical',b'Y',b'SBrkr',968.0,408.0,0.0,1376.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',1.0,b'Good',b'Attchd',b'Unf',1.0,240.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2007.0,b'WD ',b'Normal',105000.0,-93.620497,42.034906
b'Two_Story_1945_and_Older',b'Residential_Low_Density',79.0,9480.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Artery',b'Norm',b'OneFam',b'Two_Story',b'Average',b'Good',1942.0,1995.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'Stone',224.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'LwQ',4.0,b'Unf',0.0,342.0,728.0,b'GasA',b'Excellent',b'Y',b'SBrkr',888.0,756.0,0.0,1644.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Good',7.0,b'Typ',2.0,b'Good',b'Attchd',b'Unf',1.0,312.0,b'Typical',b'Typical',b'Paved',168.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2007.0,b'WD ',b'Normal',146500.0,-93.620491,42.034755
b'Duplex_All_Styles_and_Ages',b'Residential_Low_Density',63.0,8668.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'Duplex',b'One_Story',b'Average',b'Average',1968.0,1968.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,1560.0,1560.0,b'GasA',b'Typical',b'Y',b'SBrkr',1560.0,0.0,0.0,1560.0,0.0,0.0,2.0,0.0,4.0,2.0,b'Typical',8.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',3.0,792.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2007.0,b'WD ',b'Normal',126000.0,-93.619383,42.049216
b'Split_Foyer',b'Residential_Low_Density',0.0,10050.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'SFoyer',b'Average',b'Above_Average',1966.0,1966.0,b'Gable',b'CompShg',b'HdBoard',b'HdBoard',b'BrkFace',87.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,191.0,793.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1280.0,0.0,0.0,1280.0,0.0,1.0,2.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',1.0,b'Typical',b'Basment',b'Fin',2.0,432.0,b'Typical',b'Typical',b'Paved',140.0,40.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2007.0,b'WD ',b'Normal',175000.0,-93.61706,42.048934
b'Split_or_Multilevel',b'Residential_Low_Density',100.0,9600.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'SLvl',b'Above_Average',b'Average',1961.0,1961.0,b'Hip',b'CompShg',b'WdShing',b'Wd Shng',b'BrkFace',291.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Av',b'ALQ',1.0,b'Unf',0.0,618.0,1218.0,b'GasA',b'Typical',b'Y',b'SBrkr',1254.0,0.0,0.0,1254.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',2.0,525.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,168.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2007.0,b'WD ',b'Normal',158500.0,-93.615687,42.046714
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',70.0,10150.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Feedr',b'Norm',b'OneFam',b'One_Story',b'Average',b'Average',1958.0,1958.0,b'Gable',b'CompShg',b'Wd Sdng',b'Wd Sdng',b'None',1.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,456.0,912.0,b'GasA',b'Excellent',b'Y',b'FuseA',912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,2.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',1.0,275.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2007.0,b'COD',b'Normal',114500.0,-93.616099,42.045809
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Low_Density',78.0,11344.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Feedr',b'Norm',b'OneFam',b'One_and_Half_Fin',b'Average',b'Average',1958.0,1958.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'BrkFace',180.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'BLQ',2.0,b'Unf',0.0,414.0,874.0,b'GasW',b'Typical',b'Y',b'FuseA',874.0,650.0,0.0,1524.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',7.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Unf',1.0,315.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Good_Wood',b'None',0.0,7.0,2007.0,b'WD ',b'Normal',144000.0,-93.618143,42.0459325
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',0.0,18450.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Above_Average',b'Average',1965.0,1979.0,b'Flat',b'Tar&Grv',b'Plywood',b'Plywood',b'BrkCmn',113.0,b'Typical',b'Good',b'CBlock',b'Good',b'Typical',b'No',b'LwQ',4.0,b'Rec',723.0,111.0,1021.0,b'GasA',b'Typical',b'Y',b'SBrkr',1465.0,915.0,0.0,2380.0,0.0,0.0,2.0,1.0,3.0,1.0,b'Typical',7.0,b'Sev',1.0,b'Poor',b'CarPort',b'Unf',2.0,596.0,b'Typical',b'Typical',b'Paved',0.0,265.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,8.0,2007.0,b'WD ',b'Abnorml',129000.0,-93.615535,42.046882
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',73.0,8760.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Good',1957.0,1999.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,63.0,936.0,b'GasA',b'Typical',b'Y',b'SBrkr',936.0,0.0,0.0,936.0,1.0,0.0,1.0,0.0,2.0,1.0,b'Good',4.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',1.0,315.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,219.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,9.0,2007.0,b'WD ',b'Normal',141000.0,-93.618786,42.044053
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',65.0,6860.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1956.0,1956.0,b'Gable',b'CompShg',b'Wd Sdng',b'Wd Sdng',b'BrkCmn',54.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,100.0,1008.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1008.0,0.0,0.0,1008.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Fair',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,308.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,12.0,2007.0,b'WD ',b'Normal',131000.0,-93.618404,42.043143
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',60.0,8250.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Good',1963.0,1963.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'ALQ',1.0,b'Unf',0.0,765.0,1053.0,b'GasA',b'Good',b'Y',b'SBrkr',1053.0,0.0,0.0,1053.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Good',6.0,b'Typ',0.0,b'No_Fireplace',b'More_Than_Two_Types',b'RFn',2.0,692.0,b'Typical',b'Typical',b'Paved',240.0,0.0,0.0,0.0,109.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,7.0,2007.0,b'WD ',b'Normal',142100.0,-93.619352,42.044735
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',70.0,8176.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1958.0,1992.0,b'Gable',b'CompShg',b'Wd Sdng',b'Wd Sdng',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,210.0,1056.0,b'GasA',b'Fair',b'Y',b'SBrkr',1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',1.0,308.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,8.0,2007.0,b'WD ',b'Normal',139000.0,-93.617521,42.043932
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',75.0,9750.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'North_Ames',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Above_Average',1958.0,1958.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'BrkFace',243.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,834.0,1442.0,b'GasA',b'Good',b'Y',b'SBrkr',1442.0,0.0,0.0,1442.0,0.0,0.0,1.0,1.0,4.0,1.0,b'Typical',7.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',1.0,301.0,b'Typical',b'Typical',b'Paved',0.0,0.0,275.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'Shed',500.0,4.0,2007.0,b'COD',b'Normal',157900.0,-93.615281,42.043946
